line,text,State,ShanDiv
9,"Criminal Procedure - As enacted, authorizes general sessions and criminal court judges in Knox County to suspend court costs and litigation tax for indigent defendants; ...",Tennessee,0
10,"Education - As enacted, requires each local school board to adopt a policy on the inclusion of religion in curriculum and instructional materials; requires each ...",Tennessee,0
1,"Medina - As introduced, changes timing of elections for board of mayor and aldermen to coincide with federal elections. - Amends Chapter 96 of the ...",Tennessee,0
2,"Medina - As introduced, changes timing of elections for board of mayor and aldermen to coincide with federal elections. - Amends Chapter 96 of the ...",Tennessee,0
3,"Niota - As introduced, requires candidates for mayor and the board of commissioners to be current residents of the city for at least one year; ...",Tennessee,0
4,"Cowan - As introduced, subject to local approval, authorizes the compensation of the mayor and councilmen to be determined by ordinance; clarifies which actions by ...",Tennessee,0
5,"Rutherford - As introduced, changes terms for mayor and aldermen from four years to two years. - Amends Chapter 133 of the Private Acts of ...",Tennessee,0
6,"Cowan - As introduced, subject to local approval, authorizes the compensation of the mayor and councilmen to be determined by ordinance; clarifies which actions by ...",Tennessee,0
7,"Niota - As introduced, requires candidates for mayor and the board of commissioners to be current residents of the city for at least one year; ...",Tennessee,0
8,"Rutherford - As introduced, changes terms for mayor and aldermen from four years to two years. - Amends Chapter 133 of the Private Acts of ...",Tennessee,0
9,"Saulsbury - As introduced, subject to local approval, reduces the number of aldermen from six to five. - Amends Chapter 336 of the Acts of ...",Tennessee,0
10,"Saulsbury - As introduced, subject to local approval, reduces the number of aldermen from six to five. - Amends Chapter 336 of the Acts of ...",Tennessee,0
1,"Pensions and Retirement Benefits - As introduced, requires forfeiture of retirement benefits of teachers who become members of TCRS or other public pension systems on ...",Tennessee,0
2,"Pensions and Retirement Benefits - As introduced, requires forfeiture of retirement benefits of teachers who become members of TCRS or other public pension systems on ...",Tennessee,0
3,"Controlled Substances - As introduced, deletes the offense for a person to distribute a small amount of marijuana not in excess of one-half ounce (14.175 ...",Tennessee,0
4,"Controlled Substances - As introduced, deletes the offense for a person to distribute a small amount of marijuana not in excess of one-half ounce (14.175 ...",Tennessee,0
5,"Public Records - As introduced, permits a person to petition the court for the expunction of multiple convictions provided all the offenses are currently eligible ...",Tennessee,0
6,"Sentencing - As introduced, makes a person sentenced to imprisonment for life for a conviction of first degree murder that occurred when the person was ...",Tennessee,0
7,"Teachers, Principals and School Personnel - As introduced, grants a tenured teacher a $5,000 bonus, to be paid from the education trust fund, if the ...",Tennessee,0
8,"Teachers, Principals and School Personnel - As introduced, grants a tenured teacher a $5,000 bonus, to be paid from the education trust fund, if the ...",Tennessee,0
9,"Annexation - As introduced, deletes the limitation allowing noncontiguous annexation by resolution to occur in only a county having a population according to the most ...",Tennessee,0
10,"Pensions and Retirement Benefits - As introduced, allows TCRS members who served in the armed forces during certain periods of armed conflict to establish retirement ...",Tennessee,0
1,"Sentencing - As introduced, makes a person sentenced to imprisonment for life for a conviction of first degree murder that occurred when the person was ...",Tennessee,0
2,"Public Records - As introduced, permits a person to petition the court for the expunction of multiple convictions provided all the offenses are currently eligible ...",Tennessee,0
3,"Health Care - As introduced, authorizes a government contractor and a healthcare provider to enter into a contract for the provision of volunteer healthcare services ...",Tennessee,0
4,"Lottery, Corporation - As introduced, requires posting and archiving of annual reports on TELC's web page. - Amends TCA Title 4, Chapter 51, Part 1.",Tennessee,0
5,"Pensions and Retirement Benefits - As introduced, allows TCRS members who served in the armed forces during certain periods of armed conflict to establish retirement ...",Tennessee,0
6,"Sentencing - As introduced, permits a trial court to order sentences for two offenses to run concurrently, despite one offense having been committed while the ...",Tennessee,0
7,"Health Care - As introduced, authorizes a government contractor and a healthcare provider to enter into a contract for the provision of volunteer healthcare services ...",Tennessee,0
8,"Lottery, Corporation - As introduced, requires posting and archiving of annual reports on TELC's web page. - Amends TCA Title 4, Chapter 51, Part 1.",Tennessee,0
9,"Sentencing - As introduced, permits a trial court to order sentences for two offenses to run concurrently, despite one offense having been committed while the ...",Tennessee,0
10,"Annexation - As introduced, deletes the limitation allowing noncontiguous annexation by resolution to occur in only a county having a population according to the most ...",Tennessee,0
1,"Education - As introduced, creates the Tennessee standards commission to recommend curriculum standards to the state board for adoption. - Amends TCA Title 4 and ...",Tennessee,0
2,"Firearms and Ammunition - As enacted, rewrites the minimum requirements for phrases and symbols on signs prohibiting firearms in certain places open to the public. ...",Tennessee,0
3,"Firearms and Ammunition - As enacted, rewrites the minimum requirements for phrases and symbols on signs prohibiting firearms in certain places open to the public. ...",Tennessee,0
4,"Education - As introduced, creates the Tennessee standards commission to recommend curriculum standards to the state board for adoption. - Amends TCA Title 4 and ...",Tennessee,0
5,"Guardians and Conservators - As enacted, grants the court discretion to waive the requirement that a fiduciary request court approval for any change in the ...",Tennessee,0
